ID,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,DOB,PensionFormula,EmployerURL,Location,TotalWages
17672,Hemchandracharya North Gujarat University,22879.56,38749.56,0,0,60.5,0,0,25-10-1970,,ngu.ac.in,,60.5
79157,Maharaja Sayajirao University of Baroda,28079.4,41432.76,0,0,0,,0,27-08-1954,,msubaroda.ac.in,Vadodara,180
31750,Anand Agricultural University,22879.56,38749.56,0,0,0,0,0,04-10-1950,,www.aau.in,Anand ,5788.32
34210,Dharamsinh Desai University,50796,114168,0,0,0,0,9084.24,17-10-1985,2.00% @ 60,ddu.ac.in,Nadiad,52364.22
81334,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,961.88,0,0,13-05-1967,,msubaroda.ac.in,Vadodara,3647.68
22303,Bhakta Kavi Narsinh Mehta University,28079.4,41432.76,0,0,0,,0,27-11-1970,,www.bknmu.edu.in,,436.8
99648,Sardar Patel University,59076,131088,0,0,0,0,23270.64,03-02-1963,2.00% @ 60,spuvvn.edu,Vallabh Vidhyanagar ,76651.72
99296,Sardar Patel University,34152.84,333105.48,0,0,6.87,0,0,20-10-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,312.69
102496,Sardar Patel University,22879.56,38749.56,0,0,0,0,0,03-05-1975,,spuvvn.edu,Vallabh Vidhyanagar ,4354
67796,Gujarat Technological University,46764,82152,0,0,867.2,,9297.42,07-04-1952,2.00% @ 62,gtu.ac.in,Ahmedabad,52721.2
103882,Sardar Patel University,50148,71304,0,0,1023.79,0,23270.64,24-11-1956,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,49509.51
103806,Sardar Patel University,50148,71304,0,0,3822.43,,2754,14-09-1966,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,14170.43
9427,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,25-09-1952,,sdau.edu.in,,377
56403,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,0,0,0,10-08-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,1170
59520,Gujarat University of Transplantation Sciences,28152,66204,0,0,402.4,,22.41,11-05-1955,,www.guts.education,Ahmedabad,19568.22
66820,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0,0,3437.88,,0,18-01-1967,,kskvku.digitaluniversity.ac,Bhuj,5055.98
114059,Gujarat National Law University,67656,143952,0,0,-32.18,0,16919.43,16-02-1980,2.00% @ 60,gnlu.ac.in,,89387.34
106037,Saurashtra University,97968,187176,0,0,0,,9237.72,23-05-1973,2.00% @ 55,saurashtrauniversity.edu,Rajkot,126226.84
22521,Bhakta Kavi Narsinh Mehta University,28079.4,41432.76,0,,0,,0,02-10-1966,,www.bknmu.edu.in,,2853.5
98469,Sardar Patel University,22879.56,291194.4,0,0,0,0,0,22-10-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,312.5
79344,Maharaja Sayajirao University of Baroda,28079.4,41432.76,0,0,0,,0,07-10-1953,,msubaroda.ac.in,Vadodara,2704
77530,Maharaja Sayajirao University of Baroda,49512,66192,0,,0,,0,03-04-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,11138.37
77373,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,2509.2,,0,04-09-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,msubaroda.ac.in,Vadodara,3516
102383,Sardar Patel University,22879.56,38749.56,0,0,0,0,0,02-07-1984,,spuvvn.edu,,12111.7
40685,Maharaja Krishnakumarsinhji Bhavnagar University,31200,48888,2584.61,,2387.84,,9237.72,12-09-1987,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,39888.01
46571,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,2284.7,0,0,01-05-1966,,www.mkbhavuni.edu.in,Bhavnagar,2284.7
19091,Ganpat University,73740,93456,16191.07,0,0,,23510.64,23-01-1951,2.00% @ 55,gu.ac.in,,100202.23
57919,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,1632,,0,16-07-1989,,www.guts.education,Ahmedabad,1632
59737,Gujarat University of Transplantation Sciences,28152,114780,0,0,2084.17,,0,03-02-1975,,www.guts.education,,12418.7
44032,Maharaja Krishnakumarsinhji Bhavnagar University,59076,131088,0,0,1268.53,0,0,14-02-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,9513.99
83627,Navsari Agricultural University,34152,59976,0,0,803,,17631.72,10-09-1959,2.00% @ 55,www.nau.in,Navsari,38427.96
24277,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,,3667.73,,0,20-11-1956,,www.bknmu.edu.in,Junagadh,3667.73
32927,Anand Agricultural University,54648,77856,0,15125.25,1023.79,0,6165.95,02-05-1974,2.00% @ 55,www.aau.in,Anand ,58190.54
37737,Dharamsinh Desai University,22879.56,38749.56,0,0,1256.39,,0,17-06-1975,,ddu.ac.in,Nadiad,1256.39
55968,Gujarat University of Transplantation Sciences,67656,143952,0,0,0,0,0,04-11-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,12042.68
43659,Maharaja Krishnakumarsinhji Bhavnagar University,59076,131088,0,0,24089.95,,9237.72,15-08-1957,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar,92630.17
32836,Anand Agricultural University,44220,62556,0,0,650,,17631.72,14-11-1960,2.00% @ 62,www.aau.in,Anand ,41309.22
56222,Gujarat University of Transplantation Sciences,62484,79848,0,0,111,,0,21-03-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,29529.56
24214,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,4219.61,,0,22-03-1986,,www.bknmu.edu.in,Junagadh,5471.74
78000,Maharaja Sayajirao University of Baroda,52464,125736,0,0,650,0,23270.64,01-03-1960,2.00% @ 55,msubaroda.ac.in,Vadodara,67312.44
90424,Gujarat Forensic Sciences University,67656,143952,0,0,0,,22710.84,01-07-1973,2.00% @ 55,gfsu.edu.in,,52807.53
38738,Dharamsinh Desai University,22879.56,38749.56,0,0,1561.67,,0,11-03-1977,,ddu.ac.in,Nadiad,1561.67
26599,Dr. Babasaheb Ambedkar Open University,77616,165516,0,0,0,,9450.21,06-04-1962,2.00% @ 55,baou.edu.in,Ahmedabad,109362.72
52647,Gujarat University of Transplantation Sciences,52464,125736,0,0,625,,22015.08,24-05-1965,2.00% @ 55,www.guts.education,Ahmedabad,56314.93
51213,Gujarat University of Transplantation Sciences,34152,59976,0,,650,,8998.68,19-10-1978,2.00% @ 62,www.guts.education,Ahmedabad,39654.66
113120,Saurashtra University,31872,55992,0.42,0,650,,9319.08,18-01-1976,2.00% @ 55,saurashtrauniversity.edu,Rajkot,41980.42
48500,Gujarat Ayurved University,59076,131088,0,0,11769.76,0,629.16,19-04-1980,2.00% @ 62,ayurveduniversity.edu.in,,73620.95
69670,Gujarat Technological University,59076,131088,0,0,0,0,23270.64,13-10-1967,2.00% @ 62,gtu.ac.in,Ahmedabad,80912.96
95196,Gujarat Forensic Sciences University,22879.56,38749.56,0,,736.75,,0,21-04-1966,,gfsu.edu.in,,736.75
21361,Bhakta Kavi Narsinh Mehta University,43872,77088,866.12,0,549.68,0,17631.72,16-10-1965,2.00% @ 55,www.bknmu.edu.in,Junagadh,53031.5
46978,Gujarat Ayurved University,46932,82416,0,0,2026.8,0,9329.16,07-02-1965,2.00% @ 55,ayurveduniversity.edu.in,,48518.96
73464,Gujarat Technological University,22879.56,38749.56,0,0.3,10996.55,,0,08-04-1984,,gtu.ac.in,Ahmedabad,13816.59
38801,Dharamsinh Desai University,44220,62556,0,0,1149.64,0,9237.72,05-05-1951,2.00% @ 62,ddu.ac.in,,36648.53
98990,Sardar Patel University,28080,52920,0,0,0,0,0,25-09-1972,,spuvvn.edu,Vallabh Vidhyanagar ,12351.68
66575,Krantiguru Shyamji Krishna Verma Kachchh University,59076,131088,0,0,1902.8,0,0,01-09-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,kskvku.digitaluniversity.ac,Bhuj,2854.2
88015,Navsari Agricultural University,28152,114780,0,0,144,,0,07-01-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,,3286.42
113244,Gujarat National Law University,28596,49044,0,,4632.41,,21569.28,15-03-1951,2.00% @ 62,gnlu.ac.in,Gandhinagar,29932.37
85418,Navsari Agricultural University,26004,43308,0,0,390,,8998.68,17-06-1984,2.00% @ 62,www.nau.in,,47358.48
55335,Gujarat University of Transplantation Sciences,59076,131088,0,0,1367.2,,2643.72,08-05-1981,2.00% @ 62,www.guts.education,,39031.8
72355,Gujarat Technological University,59076,131088,0,0,866.71,0,15506.29,06-05-1967,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,12925.86
12730,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,5058.91,0,0,10-09-1976,,sdau.edu.in,Palanpur,5058.91
99230,Sardar Patel University,51984,203568,0,0,42023.36,0,23270.64,22-02-1985,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,213905.23
31533,Anand Agricultural University,67656,143952,0,,16141.32,,17564.76,24-11-1982,2.00% @ 55,www.aau.in,,101455.01
73379,Gujarat Technological University,22879.56,38749.56,0,0,4473.44,0,0,23-09-1953,,gtu.ac.in,,4913.68
113460,Gujarat National Law University,44712,157800,0,9357,129,,11635.32,15-07-1972,2.00% @ 62,gnlu.ac.in,,59942.45
93183,Gujarat Forensic Sciences University,59076,131088,0,0,-190.03,0,1766,12-10-1952,2.00% @ 55,gfsu.edu.in,Gandhinagar,3958.34
53427,Gujarat University of Transplantation Sciences,85188,150792,0,0,0,0,10612.3,02-09-1982,2.00% @ 55,www.guts.education,Ahmedabad,102244.32
72087,Gujarat Technological University,49512,66192,0,0,545.6,0,6356.25,10-01-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,8184
37825,Dharamsinh Desai University,22879.56,38749.56,0,0,1893.81,,0,20-04-1956,,ddu.ac.in,Nadiad,1893.81
62172,Gujarat University,49512,66192,0,0,1053.69,,2152.14,09-09-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad,13975.9
84435,Navsari Agricultural University,38688,67980,0,0,5424,0,3601.84,17-02-1982,2.00% @ 62,www.nau.in,Navsari,20792.73
79459,Maharaja Sayajirao University of Baroda,44976,78984,0,0,650,,23270.64,20-04-1972,2.00% @ 55,msubaroda.ac.in,Vadodara,56353
62028,Gujarat University,59076,131088,0,0,17758.04,0,23270.64,06-10-1972,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad,60643.27
58640,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,3651,,0,11-06-1954,,www.guts.education,Ahmedabad,5059
8019,Sardarkrushinagar Dantiwada Agricultural University,67656,143952,0,0,0,0,23270.64,16-05-1954,2.00% @ 55,sdau.edu.in,,83518.44
104199,Sardar Patel University,22879.56,38749.56,0,0,223.2,,0,03-02-1960,,spuvvn.edu,Vallabh Vidhyanagar ,223.2
122540,Veer Narmad South Gujarat University,31200,51972,0,0,3241.5,,3908.95,05-02-1984,2.00% @ 62,vnsgu.ac.in,Surat,27345.59
83844,Navsari Agricultural University,30024,108996,0,0,-192.4,,23263.17,07-09-1985,2.00% @ 62,www.nau.in,Navsari,91386.44
37772,Dharamsinh Desai University,22879.56,38749.56,0,0,1908.5,0,0,08-06-1984,,ddu.ac.in,Nadiad,1908.5
83255,Maharaja Sayajirao University of Baroda,69792,88488,5937.54,0,0,0,23510.64,08-07-1973,2.00% @ 55,msubaroda.ac.in,Vadodara,82612.26
118261,Shri Govind Guru University,59076,131088,0,0,7992.79,0,23270.64,23-06-1961,2.00% @ 55,sggu.ac.in,,58489.21
30468,Anand Agricultural University,11412,23688,0,,15509.8,0,0,21-07-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,Anand ,15509.8
74714,Gujarat Technological University,22879.56,38749.56,0,0,2871.55,0,0,24-09-1952,,gtu.ac.in,Ahmedabad,2871.55
9856,Sardarkrushinagar Dantiwada Agricultural University,33468,58812,876.79,0,316.06,0,0,07-04-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,15148.11
100011,Sardar Patel University,85188,150792,0,0,0,0,233.64,17-09-1959,2.00% @ 55,spuvvn.edu,,101445.52
70039,Gujarat Technological University,85188,150792,0,0,0,0,23270.64,21-11-1960,2.00% @ 55,gtu.ac.in,Ahmedabad,96156.72
46853,Maharaja Krishnakumarsinhji Bhavnagar University,28152,66204,0,0,0,,0,27-01-1985,,www.mkbhavuni.edu.in,Bhavnagar,8769.6
61822,Gujarat University,28079.4,41432.76,0,0,0,0,0,10-07-1974,,gujaratuniversity.org.in,Ahmedabad,1365
9953,Sardarkrushinagar Dantiwada Agricultural University,49512,66192,0,0,0,,0,04-08-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,8631.08
55392,Gujarat University of Transplantation Sciences,59076,131088,0,0,0,,0,21-01-1975,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,8596
83574,Navsari Agricultural University,31200,53496,0,0,3028.6,,449.88,06-09-1971,2.00% @ 62,www.nau.in,Navsari,27141.23
25002,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,1567,,0,14-03-1956,,www.bknmu.edu.in,Junagadh,1567
6841,Sardarkrushinagar Dantiwada Agricultural University,60864,213120,0,0,8054,,9319.08,10-05-1958,2.00% @ 62,sdau.edu.in,,140542.12
51837,Gujarat University of Transplantation Sciences,22879.56,291194.4,0,0,0,,0,05-02-1957,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,1700.95
121300,Veer Narmad South Gujarat University,85188,162768,0,0,22174.55,,23270.64,17-11-1975,2.00% @ 55,vnsgu.ac.in,Surat,113008.91
74463,Gujarat Technological University,22879.56,38749.56,0,0,480.7,,0,03-10-1977,,gtu.ac.in,Ahmedabad,480.7
16823,Hemchandracharya North Gujarat University,22879.56,38749.56,0,0,7132.8,0,0,07-01-1965,,ngu.ac.in,Patan,7613.8
63013,Gujarat University,59076,131088,0,0,8055.19,0,8998.68,19-11-1958,2.00% @ 62,gujaratuniversity.org.in,,55146.82
118334,Shri Govind Guru University,59076,131088,0,0,3627,,0,14-09-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,,7172.4
47007,Gujarat Ayurved University,39456,73944,0,0,650,0,17631.72,01-08-1959,2.00% @ 55,ayurveduniversity.edu.in,Jamnagar,42532.84
93104,Gujarat Forensic Sciences University,59076,131088,0,0,5109,,89.64,11-05-1964,2.00% @ 62,gfsu.edu.in,Gandhinagar,55356.2
110605,Saurashtra University,22879.56,38749.56,0,,729.65,,0,17-04-1973,,saurashtrauniversity.edu,Rajkot,2720.9
95603,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,100.1,0,0,23-05-1971,,gfsu.edu.in,Gandhinagar,100.1
85196,Navsari Agricultural University,28079.4,41432.76,0,0,0,,0,26-10-1951,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari,2936.25
28462,Dr. Babasaheb Ambedkar Open University,22879.56,38749.56,0,0,3568.5,0,0,17-07-1989,,baou.edu.in,Ahmedabad,3568.5
90597,Gujarat Forensic Sciences University,85188,150792,0,0,12991.2,0,17631.72,19-02-1987,2.00% @ 55,gfsu.edu.in,Gandhinagar,137565.84
88353,Gujarat Forensic Sciences University,34152,59976,0,0,487.5,,22015.08,07-01-1973,2.00% @ 55,gfsu.edu.in,Gandhinagar,30775.79
117723,Shri Govind Guru University,132,2880,0,0,1125,0,0,16-01-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,,1125
59057,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,0,251.13,0,0,26-02-1957,,www.guts.education,Ahmedabad,251.13
37815,Dharamsinh Desai University,22879.56,38749.56,0,,957,,0,03-10-1978,,ddu.ac.in,Nadiad,957
36954,Dharamsinh Desai University,42180,74076,0,0,650,,9237.72,04-07-1975,2.00% @ 62,ddu.ac.in,Nadiad,53998.08
43964,Maharaja Krishnakumarsinhji Bhavnagar University,59076,131088,0,0,0,,0,18-01-1978,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar,16045.89
95194,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,192,0,0,19-08-1982,,gfsu.edu.in,Gandhinagar,192
101007,Sardar Patel University,49512,66192,0,0,0,,0,19-08-1986,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,2391.6
50225,Gujarat Ayurved University,22879.56,38749.56,0,0,115.5,,0,08-03-1980,,ayurveduniversity.edu.in,Jamnagar,115.5
118277,Shri Govind Guru University,59076,131088,0,0,317.13,0,7690.63,02-07-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,sggu.ac.in,Godhra,19979.39
83562,Navsari Agricultural University,31200,44604,154.01,2163.41,1033.76,0,3849.05,14-01-1952,2.00% @ 62,www.nau.in,Navsari,16185.98
7920,Sardarkrushinagar Dantiwada Agricultural University,59076,131088,0,0,0,,2211.3,25-09-1960,2.00% @ 62,sdau.edu.in,Palanpur,24028
1081,Institute of Infrastructure Technology Research and Management,34152,59976,0,0,0,,3106.36,09-11-1976,2.00% @ 62,iitram.ac.in,Ahmedabad,12686.36
109885,Saurashtra University,62484,79848,2900.8,0,420.81,0,23510.64,22-09-1964,2.00% @ 55,saurashtrauniversity.edu,Rajkot,65072
91531,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,,0,10-09-1950,,gfsu.edu.in,Gandhinagar,130
110684,Saurashtra University,22879.56,38749.56,0,0,4705.5,0,0,01-06-1950,,saurashtrauniversity.edu,,6656.25
88635,Gujarat Forensic Sciences University,30024,108996,962.28,0,4197.8,,9012.34,22-05-1961,2.00% @ 55,gfsu.edu.in,Gandhinagar,53555.46
97964,Sardar Patel University,37380,65700,0,0,584.27,0,725,14-06-1962,2.00% @ 62,spuvvn.edu,Vallabh Vidhyanagar ,42347.23
82898,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,4790.8,,0,08-10-1956,,msubaroda.ac.in,Vadodara,4790.8
94798,Gujarat Forensic Sciences University,22879.56,38749.56,0,,169.05,0,0,21-08-1961,,gfsu.edu.in,,169.05
72426,Gujarat Technological University,59076,131088,0,0,1160.72,,0,13-11-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,15558.33
110800,Saurashtra University,22879.56,38749.56,0,0,7323.65,,0,15-08-1974,,saurashtrauniversity.edu,Rajkot,9259.4
74178,Gujarat Technological University,22879.56,38749.56,0,,1938.2,0,0,16-05-1962,,gtu.ac.in,Ahmedabad,1938.2
55355,Gujarat University of Transplantation Sciences,59076,131088,0,0,8095.6,,0,06-10-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad,22328.2
93627,Gujarat Forensic Sciences University,27180,201276,0,0,295.4,,1424.12,07-07-1977,,gfsu.edu.in,Gandhinagar,5654.44
50559,Gujarat Ayurved University,22879.56,38749.56,0,0,329.85,0,0,03-02-1959,,ayurveduniversity.edu.in,Jamnagar,329.85
12589,Sardarkrushinagar Dantiwada Agricultural University,22879.56,38749.56,0,0,593.4,0,0,14-06-1970,,sdau.edu.in,Palanpur,593.4
103761,Sardar Patel University,22879.56,38749.56,0,0,1860,,0,25-09-1972,,spuvvn.edu,,1860
95529,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,930,0,0,09-05-1951,,gfsu.edu.in,Gandhinagar,930
8924,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,,0,0,0,03-02-1968,,sdau.edu.in,Palanpur,718.9
25144,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,5249.25,,0,09-01-1967,,www.bknmu.edu.in,Junagadh,5249.25
66028,Krantiguru Shyamji Krishna Verma Kachchh University,85188,150792,0,0,0,0,18101.63,03-05-1963,2.00% @ 55,kskvku.digitaluniversity.ac,,102852.66
69010,Gujarat Technological University,62484,79848,5186.09,0,0,0,23510.64,05-03-1989,2.00% @ 55,gtu.ac.in,,65896.81
51593,Gujarat University of Transplantation Sciences,60864,213120,0,0,774,0,22015.08,09-08-1959,3.00% @ 50,www.guts.education,Ahmedabad,163943.72
1162,Institute of Infrastructure Technology Research and Management,37380,65700,0,0,834,0,17631.72,15-08-1953,2.00% @ 55,iitram.ac.in,,60581.96
24424,Bhakta Kavi Narsinh Mehta University,22879.56,38749.56,0,0,417.6,0,0,04-02-1973,,www.bknmu.edu.in,,417.6
93325,Gujarat Forensic Sciences University,67656,150792,0,,0,,16978.68,17-04-1977,2.00% @ 62,gfsu.edu.in,Gandhinagar,75082.44
82726,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,0,1719.9,0,0,26-02-1963,,msubaroda.ac.in,Vadodara,1719.9
38314,Dharamsinh Desai University,22879.56,38749.56,0,0,1912.9,0,0,18-03-1974,,ddu.ac.in,,1912.9
112978,Saurashtra University,28152,66204,0,0,0,0,0,25-04-1988,,saurashtrauniversity.edu,,7471.47
107154,Saurashtra University,14496,38028,0,0,75686.4,,0,16-05-1962,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot,75686.4
80362,Maharaja Sayajirao University of Baroda,59076,131088,0,0,0,0,0,04-04-1981,,msubaroda.ac.in,Vadodara,3248.52
114826,Gujarat National Law University,49512,66192,0,0,0,0,0,26-05-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,gnlu.ac.in,Gandhinagar,3226.13
10013,Sardarkrushinagar Dantiwada Agricultural University,49512,66192,0,0,0,0,0,18-10-1950,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur,2158.32
1243,Institute of Infrastructure Technology Research and Management,44712,157800,0,0,0,0,0,06-02-1973,,iitram.ac.in,Ahmedabad,40285
4421,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,,3209.1,0,0,12-06-1979,,iitram.ac.in,Ahmedabad,3461.1
7494,Sardarkrushinagar Dantiwada Agricultural University,29976,42336,0,,2240,0,0,03-01-1958,,sdau.edu.in,,3869.6
15920,Hemchandracharya North Gujarat University,28079.4,41432.76,0,0,0,0,0,09-01-1982,,ngu.ac.in,Patan,3694.6
79533,Maharaja Sayajirao University of Baroda,49512,66192,0,0,5265,0,23270.64,10-02-1954,2.00% @ 60,msubaroda.ac.in,Vadodara,53426.24
3749,Institute of Infrastructure Technology Research and Management,59076,131088,0,0,1424.8,,10617.99,04-06-1987,Part-Time Seasonal and Temporary (PST) Retirement Plan,iitram.ac.in,Ahmedabad,38673.87
88650,Gujarat Forensic Sciences University,30024,108996,0,0,54,,17631.72,17-05-1981,2.00% @ 55,gfsu.edu.in,Gandhinagar,72700.88
34226,Dharamsinh Desai University,31200,48888,0,223.68,2413.95,0,8554.8,27-04-1970,2.00% @ 62,ddu.ac.in,Nadiad,16699.65
76901,Maharaja Sayajirao University of Baroda,44712,157800,0,0,22446.87,0,23270.64,13-04-1955,2.00% @ 55,msubaroda.ac.in,Vadodara,177334.59
45459,Maharaja Krishnakumarsinhji Bhavnagar University,22879.56,38749.56,0,0,677.8,,0,21-04-1959,,www.mkbhavuni.edu.in,Bhavnagar,677.8
99835,Sardar Patel University,67656,143952,0,0,2175.96,,10791.72,04-09-1978,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar ,89959.26
67042,Krantiguru Shyamji Krishna Verma Kachchh University,22879.56,38749.56,0,0,2293.5,0,0,17-09-1962,,kskvku.digitaluniversity.ac,Bhuj,2293.5
101684,Sardar Patel University,59076,131088,0,0,0,0,2429.07,23-05-1964,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,,11753.4
52550,Gujarat University of Transplantation Sciences,32832,57672,228.11,0,650,,19812.71,27-11-1954,2.00% @ 62,www.guts.education,Ahmedabad,30974.7
106128,Saurashtra University,56124,70536,1375.98,0,0,,7488.86,02-11-1969,2.00% @ 62,saurashtrauniversity.edu,,26514.27
101120,Sardar Patel University,49512,66192,0,0,0,0,0,10-02-1965,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar ,14349.6
72500,Gujarat Technological University,59076,131088,0,0,280,0,302.41,22-06-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,,6921.48
52638,Gujarat University of Transplantation Sciences,41640,77832,180.18,0,650,0,8027.58,02-08-1987,2.00% @ 62,www.guts.education,Ahmedabad,38248.03
69781,Gujarat Technological University,67656,143952,0,0,3400,0,23270.64,02-09-1984,2.00% @ 55,gtu.ac.in,Ahmedabad,86254.48
69885,Gujarat Technological University,85188,150792,0,0,12994.09,,0,03-04-1950,,gtu.ac.in,Ahmedabad,13994.09
71553,Gujarat Technological University,49512,66192,0,0,4784.01,0,5795.25,23-08-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad,20669.64
95271,Gujarat Forensic Sciences University,22879.56,38749.56,0,0,2346.5,0,0,25-10-1988,,gfsu.edu.in,,2346.5
2530,Institute of Infrastructure Technology Research and Management,85188,150792,0,,0,0,23270.64,16-05-1958,2.00% @ 55,iitram.ac.in,Ahmedabad,96308.88
88811,Gujarat Forensic Sciences University,44712,157800,0,0,138,0,21569.28,22-05-1987,2.00% @ 55,gfsu.edu.in,Gandhinagar,111188
22489,Bhakta Kavi Narsinh Mehta University,28079.4,41432.76,0,0,0,,0,24-09-1978,,www.bknmu.edu.in,,877.5
33525,Dharamsinh Desai University,36120,63480,313.04,,550.81,0,23448.46,21-07-1952,2.00% @ 62,ddu.ac.in,,36151.84
108889,Saurashtra University,59076,131088,0,0,2138.4,0,23270.64,07-05-1983,2.00% @ 55,saurashtrauniversity.edu,Rajkot,52528.12
6474,Sardarkrushinagar Dantiwada Agricultural University,37380,65700,0,0,0,0,7438.86,01-09-1957,2.00% @ 62,sdau.edu.in,Palanpur,20850.67
83088,Maharaja Sayajirao University of Baroda,22879.56,38749.56,0,,288,0,0,18-10-1968,,msubaroda.ac.in,Vadodara,288
103751,Sardar Patel University,22879.56,38749.56,0,0,2263.1,,0,01-02-1970,,spuvvn.edu,,2263.1
49107,Gujarat Ayurved University,22879.56,38749.56,0,0,7546.05,,0,27-10-1964,,ayurveduniversity.edu.in,Jamnagar,10560.05
5251,Institute of Infrastructure Technology Research and Management,22879.56,38749.56,0,0,2284.25,0,0,01-01-1983,,iitram.ac.in,Ahmedabad,2284.25
9573,Sardarkrushinagar Dantiwada Agricultural University,28079.4,41432.76,0,0,0,0,0,18-02-1975,,sdau.edu.in,Palanpur,2627.48
64286,Gujarat University,22879.56,38749.56,0,0,5516,,0,02-06-1986,,gujaratuniversity.org.in,Ahmedabad,5516
66268,Krantiguru Shyamji Krishna Verma Kachchh University,49512,66192,0,0,1735.32,,23270.64,01-01-1981,2.00% @ 62,kskvku.digitaluniversity.ac,Bhuj,54826.04
59405,Gujarat University of Transplantation Sciences,22879.56,38749.56,0,,841.5,0,0,17-02-1963,,www.guts.education,Ahmedabad,841.5
91570,Gujarat Forensic Sciences University,28079.4,41432.76,0,0,0,0,0,06-08-1955,,gfsu.edu.in,Gandhinagar,526.5
